Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Experience_Category,Age_Category,Job_Level
647,34.0,Female,Master,Product Manager,12.0,196000.0,UK,Welsh,Senior,Early_Career,Senior
648,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,China,Chinese,Mid,Early_Career,Junior
649,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Canada,Black,Junior,Early_Career,Junior
650,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,Korean,Junior,Early_Career,Junior
651,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,Black,Mid,Early_Career,Junior
652,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Canada,White,Mid,Early_Career,Junior
653,33.0,Female,Master,Product Manager,11.0,198000.0,UK,Asian,Senior,Early_Career,Senior
654,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Korean,Entry,Young,Junior
655,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Canada,Black,Junior,Early_Career,Junior
656,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,UK,White,Entry,Young,Junior
657,30.0,Female,PhD,Data Scientist,7.0,185000.0,Australia,Asian,Mid,Early_Career,Junior
658,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,Hispanic,Mid,Early_Career,Junior
659,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Australia,Australian,Junior,Early_Career,Junior
660,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Australia,Asian,Junior,Early_Career,Junior
661,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,Asian,Mid,Early_Career,Junior
662,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
663,33.0,Female,Master,Product Manager,11.0,198000.0,UK,Welsh,Senior,Early_Career,Senior
664,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Canada,Black,Entry,Young,Junior
665,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Canada,Black,Junior,Early_Career,Junior
666,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,White,Entry,Young,Junior
667,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,White,Mid,Early_Career,Junior
668,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,China,Korean,Mid,Early_Career,Junior
669,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Canada,White,Junior,Early_Career,Junior
670,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,White,Junior,Early_Career,Junior
671,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
672,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,USA,African American,Mid,Early_Career,Junior
673,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Hispanic,Senior,Early_Career,Senior
674,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,White,Entry,Young,Junior
675,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,Asian,Junior,Early_Career,Junior
676,23.0,Male,Bachelor,Data Analyst,1.0,90000.0,USA,White,Entry,Young,Junior
677,27.0,Female,Master,Data Scientist,4.0,150000.0,Canada,Asian,Junior,Early_Career,Junior
678,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,China,White,Mid,Early_Career,Junior
679,24.0,Female,Bachelor,Product Manager,3.0,125000.0,Australia,Australian,Junior,Young,Senior
680,25.0,Male,Bachelor,Data Analyst,2.0,110000.0,China,Chinese,Entry,Young,Junior
681,31.0,Male,Master,Data Scientist,7.0,180000.0,USA,Hispanic,Mid,Early_Career,Junior
682,28.0,Male,Bachelor,Software Engineer,5.0,160000.0,UK,Asian,Junior,Early_Career,Junior
683,33.0,Female,Master,Product Manager,10.0,195000.0,China,Korean,Mid,Early_Career,Senior
684,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,UK,Welsh,Junior,Early_Career,Junior
685,30.0,Female,PhD,Data Scientist,6.0,170000.0,Canada,White,Mid,Early_Career,Junior
686,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,Asian,Junior,Early_Career,Junior
687,34.0,Female,Master,Product Manager,11.0,196000.0,Australia,Australian,Senior,Early_Career,Senior
688,23.0,Male,Bachelor,Data Analyst,1.0,92000.0,Canada,Asian,Entry,Young,Junior
689,32.0,Female,PhD,Data Scientist,9.0,195000.0,Australia,Australian,Mid,Early_Career,Junior
690,29.0,Male,Bachelor,Software Engineer,6.0,170000.0,UK,Mixed,Mid,Early_Career,Junior
691,30.0,Female,Bachelor,Product Manager,5.0,160000.0,Canada,Asian,Junior,Early_Career,Senior
692,26.0,Male,Bachelor,Data Analyst,3.0,135000.0,UK,White,Junior,Early_Career,Junior
693,31.0,Female,Master,Data Scientist,6.0,180000.0,China,Korean,Mid,Early_Career,Junior
694,28.0,Male,Bachelor,Software Engineer,5.0,165000.0,Canada,Asian,Junior,Early_Career,Junior
695,33.0,Female,Master,Product Manager,11.0,198000.0,Australia,Australian,Senior,Early_Career,Senior
696,24.0,Male,Bachelor,Data Analyst,1.0,95000.0,UK,Asian,Entry,Young,Junior
697,30.0,Female,PhD,Data Scientist,7.0,185000.0,USA,African American,Mid,Early_Career,Junior
698,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,African American,Junior,Early_Career,Junior
699,34.0,Female,Master,Product Manager,12.0,196000.0,Australia,Australian,Senior,Early_Career,Senior
700,25.0,Male,Bachelor,Data Analyst,2.0,115000.0,USA,Asian,Entry,Young,Junior
701,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,White,Mid,Early_Career,Junior
702,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Canada,Asian,Mid,Early_Career,Junior
703,27.0,Female,Bachelor,Product Manager,4.0,150000.0,USA,Asian,Junior,Early_Career,Senior
704,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,Asian,Mid,Early_Career,Junior
705,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Australia,White,Junior,Early_Career,Junior
706,33.0,Male,Master,Product Manager,11.0,198000.0,China,Korean,Senior,Early_Career,Senior
707,26.0,Female,Bachelor,Data Analyst,3.0,130000.0,Australia,Asian,Junior,Early_Career,Junior
708,30.0,Male,PhD,Data Scientist,7.0,185000.0,UK,Welsh,Mid,Early_Career,Junior
709,27.0,Female,Bachelor,Software Engineer,4.0,140000.0,Australia,Asian,Junior,Early_Career,Junior
710,34.0,Male,Master,Product Manager,12.0,196000.0,Canada,Asian,Senior,Early_Career,Senior
711,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Canada,White,Entry,Young,Junior
712,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Australia,Asian,Mid,Early_Career,Junior
713,29.0,Female,Master,Data Scientist,6.0,180000.0,USA,Hispanic,Mid,Early_Career,Junior
714,30.0,Male,Bachelor,Data Analyst,5.0,160000.0,UK,White,Junior,Early_Career,Junior
715,33.0,Female,Master,Product Manager,11.0,198000.0,UK,Mixed,Senior,Early_Career,Senior
716,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,White,Entry,Young,Junior
717,31.0,Female,PhD,Data Scientist,9.0,195000.0,USA,Hispanic,Mid,Early_Career,Junior
718,28.0,Male,Bachelor,Software Engineer,5.0,160000.0,Canada,White,Junior,Early_Career,Junior
719,27.0,Female,Bachelor,Product Manager,4.0,150000.0,China,Korean,Junior,Early_Career,Senior
720,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,USA,Asian,Junior,Early_Career,Junior
721,29.0,Female,Master,Data Scientist,6.0,180000.0,China,Korean,Mid,Early_Career,Junior
722,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,USA,Hispanic,Mid,Early_Career,Junior
723,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Hispanic,Senior,Early_Career,Senior
724,25.0,Male,Bachelor,Data Analyst,2.0,110000.0,Australia,White,Entry,Young,Junior
725,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
726,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,White,Junior,Early_Career,Junior
727,34.0,Female,Master,Product Manager,12.0,196000.0,USA,Asian,Senior,Early_Career,Senior
728,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Canada,Asian,Mid,Early_Career,Junior
729,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,Mixed,Junior,Early_Career,Junior
730,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Australia,Australian,Junior,Early_Career,Junior
731,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
732,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
733,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Asian,Senior,Early_Career,Senior
734,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,White,Entry,Young,Junior
735,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Chinese,Junior,Early_Career,Junior
736,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,White,Entry,Young,Junior
737,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Black,Mid,Early_Career,Junior
738,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Canada,Black,Mid,Early_Career,Junior
739,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Canada,Asian,Junior,Early_Career,Junior
740,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,USA,Asian,Junior,Early_Career,Junior
741,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
742,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,USA,Asian,Mid,Early_Career,Junior
743,33.0,Female,Master,Product Manager,11.0,198000.0,USA,White,Senior,Early_Career,Senior
744,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,Asian,Entry,Young,Junior
745,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,UK,Welsh,Junior,Early_Career,Junior
746,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,Australian,Entry,Young,Junior
747,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Mixed,Mid,Early_Career,Junior
748,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,UK,Welsh,Mid,Early_Career,Junior
749,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,China,Korean,Junior,Early_Career,Junior
750,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,Chinese,Junior,Early_Career,Junior
751,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
752,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,White,Mid,Early_Career,Junior
753,33.0,Female,Master,Product Manager,11.0,198000.0,China,Korean,Senior,Early_Career,Senior
754,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Chinese,Entry,Young,Junior
755,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Canada,Asian,Junior,Early_Career,Junior
756,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Canada,White,Entry,Young,Junior
757,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
758,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,White,Mid,Early_Career,Junior
759,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,Asian,Junior,Early_Career,Junior
760,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Canada,Asian,Junior,Early_Career,Junior
761,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,White,Mid,Early_Career,Junior
762,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
763,33.0,Female,Master,Product Manager,11.0,198000.0,China,Chinese,Senior,Early_Career,Senior
764,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,White,Entry,Young,Junior
765,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Korean,Junior,Early_Career,Junior
766,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,Asian,Entry,Young,Junior
767,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Chinese,Mid,Early_Career,Junior
768,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Canada,White,Mid,Early_Career,Junior
769,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,USA,White,Junior,Early_Career,Junior
770,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Canada,Black,Junior,Early_Career,Junior
771,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,Black,Mid,Early_Career,Junior
772,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Canada,White,Mid,Early_Career,Junior
773,33.0,Female,Master,Product Manager,11.0,198000.0,USA,White,Senior,Early_Career,Senior
774,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,White,Entry,Young,Junior
775,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Chinese,Junior,Early_Career,Junior
776,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,USA,Asian,Entry,Young,Junior
777,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Asian,Mid,Early_Career,Junior
778,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,Hispanic,Mid,Early_Career,Junior
779,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,USA,African American,Junior,Early_Career,Junior
780,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Australia,Australian,Junior,Early_Career,Junior
781,29.0,Female,Master,Data Scientist,6.0,180000.0,USA,African American,Mid,Early_Career,Junior
782,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Australia,Asian,Mid,Early_Career,Junior
783,33.0,Female,Master,Product Manager,11.0,198000.0,UK,White,Senior,Early_Career,Senior
784,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,UK,White,Entry,Young,Junior
785,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Korean,Junior,Early_Career,Junior
786,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,UK,Welsh,Entry,Young,Junior
787,30.0,Female,PhD,Data Scientist,7.0,185000.0,Australia,Australian,Mid,Early_Career,Junior
788,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Australia,Australian,Mid,Early_Career,Junior
789,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Australia,Asian,Junior,Early_Career,Junior
790,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,USA,White,Junior,Early_Career,Junior
791,29.0,Female,Master,Data Scientist,6.0,180000.0,USA,African American,Mid,Early_Career,Junior
792,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
793,33.0,Female,Master,Product Manager,11.0,198000.0,Canada,Black,Senior,Early_Career,Senior
794,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Chinese,Entry,Young,Junior
795,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Canada,White,Junior,Early_Career,Junior
796,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,USA,Asian,Entry,Young,Junior
797,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Welsh,Mid,Early_Career,Junior
798,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Canada,White,Mid,Early_Career,Junior
799,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,Mixed,Junior,Early_Career,Junior
800,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,White,Junior,Early_Career,Junior
801,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Australian,Mid,Early_Career,Junior
802,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Mixed,Mid,Early_Career,Junior
803,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Asian,Senior,Early_Career,Senior
804,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Chinese,Entry,Young,Junior
805,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,UK,Mixed,Junior,Early_Career,Junior
806,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,USA,African American,Entry,Young,Junior
807,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Korean,Mid,Early_Career,Junior
808,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,Hispanic,Mid,Early_Career,Junior
809,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,Welsh,Junior,Early_Career,Junior
810,25.0,Male,Bachelor,Data Analyst,3.0,135000.0,Australia,Asian,Junior,Young,Junior
811,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,China,White,Mid,Early_Career,Junior
812,29.0,Female,Master,Data Scientist,6.0,180000.0,UK,Welsh,Mid,Early_Career,Junior
813,30.0,Male,Bachelor,Data Analyst,5.0,160000.0,UK,Asian,Junior,Early_Career,Junior
814,24.0,Male,Bachelor,Data Analyst,1.0,95000.0,Australia,White,Entry,Young,Junior
815,33.0,Female,Master,Product Manager,11.0,196000.0,Australia,Australian,Senior,Early_Career,Senior
816,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,UK,Mixed,Junior,Early_Career,Junior
817,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,USA,African American,Junior,Early_Career,Junior
818,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Mixed,Mid,Early_Career,Junior
819,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,White,Mid,Early_Career,Junior
820,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,White,Junior,Early_Career,Junior
821,26.0,Female,Bachelor,Data Analyst,3.0,130000.0,Canada,Asian,Junior,Early_Career,Junior
822,30.0,Male,PhD,Data Scientist,7.0,185000.0,Australia,Asian,Mid,Early_Career,Junior
823,27.0,Female,Bachelor,Product Manager,4.0,150000.0,Canada,Black,Junior,Early_Career,Senior
824,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,UK,Asian,Entry,Young,Junior
825,33.0,Male,Master,Product Manager,11.0,198000.0,USA,African American,Senior,Early_Career,Senior
826,25.0,Male,Bachelor,Data Analyst,2.0,115000.0,USA,White,Entry,Young,Junior
827,28.0,Male,Bachelor,Software Engineer,5.0,165000.0,China,Korean,Junior,Early_Career,Junior
828,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,USA,Asian,Junior,Early_Career,Junior
829,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,Asian,Mid,Early_Career,Junior
830,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
831,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Hispanic,Senior,Early_Career,Senior
832,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,White,Junior,Early_Career,Junior
833,31.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
834,30.0,Male,Bachelor,Data Analyst,5.0,160000.0,China,White,Junior,Early_Career,Junior
835,24.0,Male,Bachelor,Data Analyst,1.0,92000.0,China,White,Entry,Young,Junior
836,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,China,White,Junior,Early_Career,Junior
837,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Australia,Australian,Junior,Early_Career,Junior
838,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,China,White,Mid,Early_Career,Junior
839,33.0,Female,Master,Product Manager,11.0,198000.0,Australia,Asian,Senior,Early_Career,Senior
840,25.0,Male,Bachelor,Data Analyst,2.0,110000.0,USA,Hispanic,Entry,Young,Junior
841,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,White,Mid,Early_Career,Junior
842,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Chinese,Junior,Early_Career,Junior
843,34.0,Female,Master,Product Manager,12.0,196000.0,UK,Asian,Senior,Early_Career,Senior
844,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Australia,Asian,Mid,Early_Career,Junior
845,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,China,Korean,Junior,Early_Career,Junior
846,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,Korean,Junior,Early_Career,Junior
847,29.0,Female,Master,Data Scientist,6.0,180000.0,UK,Asian,Mid,Early_Career,Junior
848,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,China,Chinese,Mid,Early_Career,Junior
849,33.0,Female,Master,Product Manager,11.0,198000.0,China,Chinese,Senior,Early_Career,Senior
850,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Korean,Entry,Young,Junior
851,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,African American,Junior,Early_Career,Junior
852,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,USA,Asian,Entry,Young,Junior
853,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Mixed,Mid,Early_Career,Junior
854,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,UK,Mixed,Mid,Early_Career,Junior
855,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,USA,Asian,Junior,Early_Career,Junior
856,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,UK,White,Junior,Early_Career,Junior
857,29.0,Female,Master,Data Scientist,6.0,180000.0,UK,White,Mid,Early_Career,Junior
858,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Australia,White,Mid,Early_Career,Junior
859,33.0,Female,Master,Product Manager,11.0,198000.0,China,Chinese,Senior,Early_Career,Senior
860,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,USA,Hispanic,Entry,Young,Junior
861,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Australia,Asian,Junior,Early_Career,Junior
862,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,UK,Welsh,Entry,Young,Junior
863,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,White,Mid,Early_Career,Junior
864,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Australia,Asian,Mid,Early_Career,Junior
865,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Australia,White,Junior,Early_Career,Junior
866,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,White,Junior,Early_Career,Junior
867,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Asian,Mid,Early_Career,Junior
868,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Canada,White,Mid,Early_Career,Junior
869,33.0,Female,Master,Product Manager,11.0,198000.0,USA,African American,Senior,Early_Career,Senior
870,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,Chinese,Entry,Young,Junior
871,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,USA,Hispanic,Junior,Early_Career,Junior
872,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,UK,Asian,Entry,Young,Junior
873,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
874,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Australia,White,Mid,Early_Career,Junior
875,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,China,Korean,Junior,Early_Career,Junior
876,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,UK,Welsh,Junior,Early_Career,Junior
877,29.0,Female,Master,Data Scientist,6.0,180000.0,USA,White,Mid,Early_Career,Junior
878,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,UK,Asian,Mid,Early_Career,Junior
879,33.0,Female,Master,Product Manager,11.0,198000.0,China,White,Senior,Early_Career,Senior
880,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,China,White,Entry,Young,Junior
881,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Canada,Asian,Junior,Early_Career,Junior
882,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Canada,Black,Entry,Young,Junior
883,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
884,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,Canada,White,Mid,Early_Career,Junior
885,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,USA,White,Junior,Early_Career,Junior
886,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Australia,Australian,Junior,Early_Career,Junior
887,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,Australian,Mid,Early_Career,Junior
888,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,USA,White,Mid,Early_Career,Junior
889,33.0,Female,Master,Product Manager,11.0,198000.0,China,Chinese,Senior,Early_Career,Senior
890,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,Asian,Entry,Young,Junior
891,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,China,Chinese,Junior,Early_Career,Junior
892,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,China,Chinese,Entry,Young,Junior
893,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Mixed,Mid,Early_Career,Junior
894,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,White,Mid,Early_Career,Junior
895,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,UK,Mixed,Junior,Early_Career,Junior
896,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,UK,Asian,Junior,Early_Career,Junior
897,29.0,Female,Master,Data Scientist,6.0,180000.0,Australia,White,Mid,Early_Career,Junior
898,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,China,Korean,Mid,Early_Career,Junior
899,33.0,Female,Master,Product Manager,11.0,198000.0,USA,Hispanic,Senior,Early_Career,Senior
900,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,UK,Mixed,Entry,Young,Junior
901,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,Australia,White,Junior,Early_Career,Junior
902,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Canada,Asian,Entry,Young,Junior
903,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
904,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,USA,African American,Mid,Early_Career,Junior
905,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,USA,Asian,Junior,Early_Career,Junior
906,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,China,White,Junior,Early_Career,Junior
907,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,White,Mid,Early_Career,Junior
908,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,USA,Hispanic,Mid,Early_Career,Junior
909,33.0,Female,Master,Product Manager,11.0,198000.0,Canada,Black,Senior,Early_Career,Senior
910,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Australia,Asian,Entry,Young,Junior
911,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,UK,White,Junior,Early_Career,Junior
912,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,White,Entry,Young,Junior
913,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian,Mid,Early_Career,Junior
914,31.0,Male,Bachelor,Data Analyst,9.0,195000.0,China,Korean,Mid,Early_Career,Junior
915,28.0,Female,Bachelor,Software Engineer,5.0,160000.0,Canada,Asian,Junior,Early_Career,Junior
916,26.0,Male,Bachelor,Data Analyst,3.0,130000.0,Canada,White,Junior,Early_Career,Junior
917,29.0,Female,Master,Data Scientist,6.0,180000.0,Canada,Asian,Mid,Early_Career,Junior
918,32.0,Male,Bachelor,Software Engineer,8.0,190000.0,Australia,Australian,Mid,Early_Career,Junior
919,33.0,Female,Master,Product Manager,11.0,198000.0,Canada,Black,Senior,Early_Career,Senior
920,24.0,Male,Bachelor,Data Analyst,1.0,90000.0,Canada,White,Entry,Young,Junior
921,27.0,Male,Bachelor,Software Engineer,4.0,140000.0,UK,Welsh,Junior,Early_Career,Junior
922,25.0,Female,Bachelor,Data Analyst,2.0,110000.0,Australia,Asian,Entry,Young,Junior
923,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,Asian,Mid,Early_Career,Junior
